status,statement,predicted_class,correct,probability
Anxiety,"""Heart racing, hands trembling, thoughts spiraling out of control. Anxiety consumes me, a constant fear gripping my every moment."" #anxiety #mentalhealthawareness",Suicidal,0,0.26044556
Anxiety,"""Heart races, hands shake, mind whirls. Anxiety takes hold, a storm inside, a constant fear that something bad will happen. It's exhausting and overwhelming.""",Depression,0,0.20537274
Anxiety,"""Heart racing, palms sweaty, mind racing with worst-case scenarios. Anxiety's grip is tightening. Breathe in, hold, release. Repeat.""",Normal,0,0.28015688
Anxiety,"""My heart races, palms sweat, and thoughts spiral out of control as anxiety grips me in its icy claws. Each breath feels like a struggle, but I know I must persevere.""",Normal,0,0.027526943
Anxiety,"""Heart races, palms sweat, mind races, thoughts swarm - Anxiety takes hold and everything feels unreal.""",Normal,0,0.03724806
Anxiety,"""Heart races, palms sweat, mind races, thoughts swirl, fear grips, panic sets in. Anxiety takes over, controlling every breath and action."" #anxiety #mentalhealthawareness",Suicidal,0,0.13962519
Anxiety,"""Heart racing, hands shaking, mind racing. Anxiety grips me like a vice, suffocating my every thought. It's a constant battle, but I won't give in."" #anxiety #ment",Anxiety,1,0.37718737
Anxiety,"""Heart racing, mind spinning, thoughts overwhelming - anxiety takes hold and leaves me feeling trapped in my own mind.""",Normal,0,0.01875959
Anxiety,"""Heart races, palms sweat, mind races with worst-case scenarios. Anxiety grips like a vice, leaving only fear and dread in its wake.""",Normal,0,0.04328727
Anxiety,"""Heart racing, mind spiraling, thoughts invading, hands shaking, fear gripping - Anxiety's hold is unrelenting.""",Normal,0,0.03643171
Anxiety,"My mind races, my heart pounds, I can't breathe. Anxiety has me in its grip and I can't escape.",Normal,0,0.21630052
Anxiety,"""My heart races, hands shake, and mind races with thoughts I can't control. Anxiety has taken over my life.""",Normal,0,0.0865616
Anxiety,"""My heart races, palms sweat, and mind races as I worry about the future. Anxiety has taken over my life.""",Normal,0,0.033925585
Anxiety,"""Heart races, mind whirls, palms sweat. Anxiety grips me like a vice, suffocating my peace and calm."" #Anxiety #MentalHealthAwareness",Anxiety,1,0.34827146
Anxiety,"My heart races, thoughts swirl like a tornado, I'm a prisoner in my own mind. Anxiety consumes me.",Normal,0,0.21739124
Anxiety,"""Heart races, palms sweat, mind whirls - Anxiety's grip is tight, but I'm fighting to break free.""",Normal,0,0.008683905
Anxiety,"""Heart racing, palms sweating, thoughts spiraling. Anxiety has taken hold and it's a relentless battle to keep calm.""",Normal,0,0.007968879
Anxiety,"""My mind is a stormy sea, waves of worry crash against my thoughts, drowning out peace and tranquility. Anxiety takes hold, leaving me feeling lost and alone."" #anxiety #mentalhealthawareness",Suicidal,0,0.29715255
Anxiety,"My heart races, palms sweat, mind races. Anxiety has me in a vice, I can't breathe. I'm trapped in a storm I can't weather.",Normal,0,0.26995495
Anxiety,"My mind is a chaotic storm, thoughts racing like lightning bolts, leaving me paralyzed in fear and doubt. #anxiety",Normal,0,0.06518372
Anxiety,"""My mind races, my heart pounds, I can't breathe. Anxiety consumes me, a never-ending cycle of fear and uncertainty."" #anxiety #mentalhealthawareness",Suicidal,0,0.18775529
Anxiety,"""Heart races, palms sweat, thoughts swirl, hands shake. Anxiety grips tight, suffocating like a vice. Can't breathe, can't escape. Fear consumes, controls."" #an",Normal,0,0.11730223
Anxiety,"""Heart racing, hands shaking, mind buzzing with worry. Anxiety has me in its grip."" #mentalhealth #anxiety",Anxiety,1,0.49131244
Anxiety,"""Heart races, mind races, thoughts jumble. Anxiety's grip is suffocating. Breathing becomes shallow, fear takes hold. Every moment feels like a battle for control."" #Anxiety #Mental",Suicidal,0,0.34393102
Anxiety,"""Heart racing, palms sweaty, mind racing, thoughts overwhelming. Anxiety has taken hold.""",Normal,0,0.0094557265
Anxiety,"My mind is a storm, thoughts racing, heart pounding. Every breath feels like a struggle. Anxiety grips me tight, won't let go. #anxiety #mentalhealth",Suicidal,0,0.093521126
Anxiety,"""Heart races, hands shake, mind races with worst-case scenarios. Anxiety's grip is tight, suffocating the peace and calm within. #anxiety #mentalhealthawareness""",Anxiety,1,0.3687195
Anxiety,"""Heart racing, hands trembling, thoughts spiraling out of control. Anxiety takes over, leaving me feeling helpless and alone.""",Normal,0,0.010020904
Anxiety,"""My heart races, palms sweat, and mind races with worst-case scenarios. Anxiety has taken over, leaving me a prisoner of my own thoughts.""",Normal,0,0.029197443
Anxiety,"""Heart racing, palms sweating, mind racing with worst-case scenarios. Anxiety has me in its grip and I can't shake it off.""",Normal,0,0.018355373
Anxiety,"""My mind is a storm, turbulent thoughts and relentless worry. Anxiety grips me like a vice, suffocating my peace and happiness. #anxiety #mentalhealthawareness""",Normal,0,0.06503581
Anxiety,"""Heart racing, mind reeling, thoughts scattered like leaves in the wind. Anxiety has me in its grip, a relentless beast that won't let go."" #anxiety #mentalhealth",Suicidal,0,0.10443647
Anxiety,"""Heart racing, mind spinning, thoughts overwhelming - anxiety consumes me, leaving me a prisoner in my own mind.""",Normal,0,0.05546436
Anxiety,"""My heart races, my palms sweat, and my thoughts spiral as I try to face the unknown. Anxiety grips me, leaving me feeling trapped and helpless.""",Normal,0,0.054541375
Anxiety,"""My heart races, palms sweat, mind races with worst-case scenarios. Anxiety has taken over my thoughts and I can't shake it off."" #Anxiety #MentalHealth",Suicidal,0,0.265146
Anxiety,"""Heart racing, hands trembling, mind racing. Every breath is a struggle. Anxiety consumes me, leaving me a shell of my former self. #Anxiety #MentalHealthAwareness""",Anxiety,1,0.55823505
Anxiety,"""My heart races, my palms sweat, and my thoughts swirl like a storm as anxiety grips me tighter with every passing moment. #anxiety #mentalhealthawareness""",Suicidal,0,0.12587593
Anxiety,"""My heart races, palms sweat, mind races with worst-case scenarios. Anxiety has me trapped in a constant state of fear and uncertainty."" #Anxiety #MentalHealth",Anxiety,1,0.4831475
Anxiety,"""Heart racing, palms sweaty, mind racing. Every breath feels like a chore. Anxiety takes hold and won't let go.""",Normal,0,0.011555941
Anxiety,"""Heart races, palms sweat, thoughts swirl like a hurricane in my head. Anxiety has taken control.""",Normal,0,0.008714229
Anxiety,"""Heart racing, palms sweating, mind racing. Every breath feels like a chore. Anxiety has taken over."" #anxiety #mentalhealthawareness",Normal,0,0.30407527
Bi-polar,"""Today, I feel like I'm riding a rollercoaster of emotions. One moment I'm high, the next I'm low. It's like living in a constant state of flux.""",Normal,0,0.024286916
Bi-polar,"""Exhaustion, frustration, despair, and euphoria. A rollercoaster of emotions, a chaotic mind, a soul trapped in turmoil."" #BiPolar",Normal,0,0.01728446
Bi-polar,"""Mood swings like a pendulum, one moment elated, the next depressed. Bi-polar disorder is a constant battle between light and dark.""",Normal,0,0.011688359
Bi-polar,"""Sometimes, I feel like a roller coaster- highs that make me feel invincible, followed by lows that leave me broken. #BiPolar #MentalHealthAwareness""",Normal,0,0.15190047
Bi-polar,"""My moods are like a rollercoaster, soaring high one moment, crashing low the next. It's a constant battle to find balance in this chaotic world."" #BiPolar #MentalHealthAwareness",Depression,0,0.07223242
Bi-polar,"""Mood swings like a pendulum, highs so high they make you feel invincible, lows so low they make you question your worth. Bi-polar is a rollercoaster of emotions."" #Bi",Normal,0,0.0027031049
Bi-polar,"""My mind is a stormy sea, some days I'm a hurricane, other days I'm a calm sea. Loving the chaos, but can't find my anchor. #BiPolar #MentalHealthA",Suicidal,0,0.024231158
Bi-polar,"""One moment I'm on top of the world, the next I'm drowning in the depths of despair. My moods are like a roller coaster, and I can't seem to find a steady ground.""",Normal,0,0.005857039
Bi-polar,"""My mind is a chaotic sea, one moment I'm floating on calm waves of happiness, the next I'm drowning in the stormy depths of despair."" #BiPolar",Normal,0,0.0035545619
Bi-polar,"""Mood swings like seasons, dark clouds of depression and manic highs, a constant battle within. Bi-polar is a stormy journey, but I'm not alone."" #mentalhealthawareness #bipolar",Depression,0,0.24211098
Bi-polar,"""Suddenly overwhelmed by a wave of intense sadness, followed by a sudden burst of manic energy. Bi-polar is a never-ending battle between darkness and light.""",Normal,0,0.007819157
Bi-polar,"""Exhausted, irritable, and numb. Emotions are like a rollercoaster. Thoughts are racing. Breathe. Sleep. Repeat. Bi-polar. #mentalhealthawareness""",Normal,0,0.14229804
Bi-polar,"""Mood swings like a pendulum, one moment I'm up, the next I'm down. Emotions are intense and unpredictable, it's a never-ending battle. #biopolar #",Suicidal,0,0.025355833
Bi-polar,"""Intense highs and lows, an emotional rollercoaster. Bi-polar. #mentalhealthawareness #bipolar #emotional #tone #realistic #evocative""",Depression,0,0.20392802
Bi-polar,"""Living with Bi-polar is like having a storm inside you, some days you're calm and others you're raging, but it's always there, churning away.""",Normal,0,0.0011690207
Bi-polar,"""My mind is a chaotic storm, one moment I'm elated, the next consumed by darkness. Bi-polar. #mentalhealthawareness""",Normal,0,0.10562498
Bi-polar,"""My moods are like the tides, sometimes high and exhilarating, other times low and crushing. Bi-polar is a storm inside my mind.""",Normal,0,0.0007753354
Bi-polar,"""My mind is a stormy sea, tossing between light and dark, hope and despair, love and anger. Bi-polar keeps me on a constant edge, never knowing which emotion will take the wheel next.""",Normal,0,0.0011852729
Bi-polar,"""Sometimes the highs are so high, you feel like you can conquer the world. But the lows are so low, you feel like you don't want to leave your bed.""",Normal,0,0.008244698
Bi-polar,"""Tears streaming down my face, mania raging inside my head. Emptiness consumes me. Bi-polar disorder wins again.""",Normal,0,0.0011780238
Bi-polar,"""Waves of elation and despair crash over me like waves on a shore, leaving me lost and alone in the chaos of my own thoughts.""",Normal,0,0.0052647335
Bi-polar,"""I'm a storm in a teacup, one moment I'm bubbling with happiness the next I'm crashing with sadness. Living with bi-polar is like being on an emotional rollercoaster.""",Normal,0,0.0018085677
Bi-polar,"""My mind is a roller coaster, one moment I'm soaring high, the next I'm plummeting deep. The highs are exhilarating but the lows are crushing. #BiPolar #M",Normal,0,0.008372718
Bi-polar,"""My moods are like the weather - one moment sunny, the next stormy. Living with bi-polar is a constant battle, but I'm fighting."" #mentalhealthawareness",Normal,0,0.19977781
Bi-polar,"""I'm a rollercoaster of emotions, one moment I'm soaring, the next I'm crashing. My mind is a chaotic storm, a never-ending battle between light and dark.""",Normal,0,0.0063197343
Bi-polar,"""My mind is a rollercoaster, plummeting lows to dizzying highs. It's an endless battle between hope and despair, but I keep fighting."" #BiPolarAwareness #Mental",Suicidal,0,0.019367225
Bi-polar,"""Dark clouds loom, emotions crash and fluctuate like waves, thoughts race, heart pounds. Bi-polar. #mentalhealthawareness #bipolar""",Normal,0,0.08118552
Bi-polar,"Swinging between the highs and lows, like a pendulum in the wind. The joy and despair consume me, leaving me drained and alone. #BiPolar #MentalHealthAwareness",Suicidal,0,0.11376829
Bi-polar,"""Intense highs and lows, a mind constantly oscillating between joy and despair. The struggle to find balance is a never-ending battle. #BiPolarAwareness""",Normal,0,0.0756975
Bi-polar,"""My mind is a tempestuous sea, sometimes calm and serene, other times stormy and chaotic. I'm bi-polar, living with the constant battle between light and dark."" #BiPolarAware",Normal,0,0.16636957
Bi-polar,"""My mind is a chaotic storm, one moment I'm soaring, the next plummeting, but I keep fighting to stay afloat."" #BiPolar #MentalHealthAwareness",Normal,0,0.23437996
Bi-polar,"""My mind is a storm, raging with emotions that I can't control. One moment I'm elated, the next I'm crushed. Living with bi-polar is a constant battle, but I won't",Normal,0,0.020979611
Bi-polar,"""I feel like I'm constantly riding a rollercoaster of emotions, sometimes soaring high, other times plummeting low. The highs are exhilarating but the lows are crushing. #biopolar #",Suicidal,0,0.016244527
Bi-polar,"""Mood swings like a pendulum, one moment elated, the next depressed. Bi-polar is a roller coaster of emotions.""",Normal,0,0.0017870286
Bi-polar,"""Moments of pure euphoria followed by crushing despair. A rollercoaster ride that leaves you drained and numb."" #BiPolar #MentalHealthAwareness",Normal,0,0.1710915
Bi-polar,"""Emotions are a roller coaster, some days I'm on top, other days I'm crashing. My mind is a stormy sea, it's hard to find calm. But I'm fighting to",Normal,0,0.008650318
Bi-polar,"""I'm a storm, raging inside, sometimes I'm calm and collected, other times I'm an explosive volcano, my emotions are unpredictable and overwhelming.""",Normal,0,0.00195952
Bi-polar,"""Moments of intense joy followed by crushing sadness. Life feels like a rollercoaster ride, but I keep holding on. #BiPolar #MentalHealthAwareness""",Normal,0,0.07533411
Bi-polar,"Swinging between highs and lows like a pendulum, my mind a chaotic storm, Bi-polar takes its toll.",Normal,0,0.034303308
Bi-polar,"Swinging between emotional highs and lows like a pendulum, each mood swing a battle to stay afloat in the storm of bi-polar.",Normal,0,0.0066548926
Bi-polar,"""Riding a rollercoaster of emotions, some highs too high, some lows too low. Bi-polar. #mentalhealthawareness""",Normal,0,0.087618954
Bi-polar,"""I feel like I'm living in a constant emotional storm, sometimes I'm on top of the world, other times I'm drowning in darkness. #BiPolar #MentalHealthAwareness""",Normal,0,0.062060583
Bi-polar,"""Emotions are like a wild roller coaster. One moment you're soaring, the next crashing. The highs and lows are intense and unpredictable. #BiPolar #MentalHealthAware",Suicidal,0,0.32340816
Bi-polar,"""I'm a storm, raging within. My emotions are tempests, turbulent and unpredictable. But through it all, I cling to hope, to find peace in the eye of the storm."" #BiPol",Normal,0,0.0006274894
Bi-polar,"""Darkness and light, an endless battle inside my mind. One moment I'm soaring, the next I'm drowning. Bi-polar is a constant struggle. #MentalHealthAwareness""",Normal,0,0.070123166
Bi-polar,"""Mood swings like a pendulum, one moment elated, the next crushed. Bi-polar takes a toll on the mind and soul. #mentalhealthawareness""",Normal,0,0.080488846
Bi-polar,"""Mood swings like a pendulum, one moment elated, the next depressed. Bi-polar disorder takes its toll. #mentalhealthawareness""",Anxiety,0,0.059643142
Bi-polar,"""Moods swing wildly like a pendulum, one moment I'm soaring, the next I'm crashing. Bi-polar keeps me on my toes.""",Normal,0,0.00055799587
Bi-polar,"""Dark clouds loom, lightning strikes, manic highs and depressive lows. Bi-polar, a storm inside.""",Normal,0,0.0045971842
Bi-polar,"""Intense highs and lows. Exhaustion, despair, and elation all at once. A rollercoaster of emotions that's hard to control.""",Normal,0,0.008489051
Bi-polar,"""Exhausted from battling my manic highs and depressive lows. My mind is a chaotic storm, but I keep fighting. #BiPolar #MentalHealthAwareness""",Normal,0,0.20472719
Bi-polar,"Swinging between extremes, a storm of emotions and thoughts. One moment elated, the next devastated. Bi-polar.",Normal,0,0.0032453442
Bi-polar,"""Swinging between the highs and lows, like a pendulum in the wind, my bi-polar disorder makes life unpredictable and exhausting.""",Normal,0,0.0032007026
Bi-polar,"""Exhausted, yet restless. Torn between the dark depths of depression and the intense highs of mania. Bi-polar is a relentless storm, but I'll weather it."" #BiPol",Normal,0,0.018104961
Bi-polar,"""Mood swings like a pendulum, joy to despair in a blink. Bi-polar is a storm inside, never knowing what to expect.""",Normal,0,0.0011541802
Bi-polar,"""Mood swings like a pendulum, one moment elated, the next despairing. Bi-polar's grip is relentless, a storm inside my mind."" #mentalhealthawareness",Suicidal,0,0.02502158
Bi-polar,"""Lost in a storm of manic energy and depressive despair, my mind's a battlefield where light and dark wage war. Bi-polar. #mentalhealthawareness #bipolar #selfcare""",Normal,0,0.054214302
Bi-polar,"""I'm a storm in a teacup, my moods are like the weather, one moment sunny, the next a raging tempest. Bi-polar is a wild ride.""",Normal,0,0.0011031874
Bi-polar,"""Feeling like a storm inside, moods shift like the wind, bipolar disorder's grip is tight, but I won't let it break my spirit."" #BipolarAwareness",Normal,0,0.23195358
Bi-polar,"""Amidst the manic highs and depressive lows, I cling to hope, fighting the storm inside. Bi-polar, but never broken."" #mentalhealthawareness #biopolardisorder",Normal,0,0.10619936
Bi-polar,"""Mood swings like a pendulum, one moment euphoric, the next depressed. Bi-polar disorder is a constant battle. #mentalhealthawareness""",Normal,0,0.14151362
Bi-polar,"""My mind is a stormy sea, where happiness and despair battle for dominance. I am both the sun and the storm.""",Normal,0,0.0007775346
Bi-polar,"""Living with Bi-polar is like being on an emotional roller coaster, one moment elated, the next devastated. But I keep fighting, because hope is always within reach.""",Normal,0,0.001247785
Bi-polar,"""Mood swings like a pendulum, one moment elated, the next depressed. Bi-polar is a storm inside my head."" #BiPolarAwareness",Normal,0,0.057139933
Bi-polar,"""My mind is a chaotic storm, one moment I'm elated, the next I'm crushed. The highs and lows are overwhelming, and I can't escape the darkness."" #BiPolar",Normal,0,0.014495789
Bi-polar,"""Beneath the surface, a storm brews. Emotions swing wildly, like a pendulum in darkness. Bi-polar. A constant battle for balance, a never-ending struggle to find peace. #Mental",Normal,0,0.011449241
Bi-polar,"""My emotions are like a rollercoaster, soaring highs and plummeting lows. Some days I'm elated, other days I'm consumed by despair. But through it all, I hold on tight",Normal,0,0.002160529
Bi-polar,"""My moods are like a wild rollercoaster, one moment I'm soaring high, the next crashing low. Living with bi-polar is a constant battle, but I keep fighting."" #biopolaraware",Normal,0,0.006408203
Bi-polar,"""Bipolar: One moment I'm on top of the world, the next I'm crashing. The highs and lows are intense and unpredictable. #mentalhealthawareness #biopolar""",Normal,0,0.10946654
Bi-polar,"""Beneath the surface, a storm rages. Tears and laughter intertwined, a roller coaster of emotions. Bi-polar, an unpredictable and overwhelming journey. #mentalhealthawareness #bip",Normal,0,0.015190485
Bi-polar,"""Swinging between the highs and lows, like a pendulum in the wind, my bi-polar disorder leaves me drained and lost, searching for a sense of stability.""",Normal,0,0.006024429
Bi-polar,"""Beneath the surface of mania, there's a storm brewing, a tempest of emotions that can't be controlled. Bi-polar is a constant battle, but I fight every day to find peace within the chaos",Normal,0,0.011237508
Bi-polar,"""My mind is a battlefield, a war between light and dark. One moment I'm soaring, the next I'm crashing. Bi-polar disorder is a storm that never ends.""",Normal,0,0.0034839904
Bi-polar,"""The darkness of depression, the mania of highs, and the turmoil in between. Bi-polar disorder is a roller coaster ride of emotions. #mentalhealthawareness""",Suicidal,0,0.087027624
Bi-polar,"""My mind is a chaotic storm, constantly oscillating between intense highs and crushing lows. But I fight, because hope is my anchor in this turbulent sea."" #BiPolar #MentalHealthAwareness",Suicidal,0,0.17987925
Bi-polar,"""My mind is a chaotic storm, a tempest of emotions. Sometimes I feel like I'm drowning in the depths of my own madness. But I hold on, because hope is my anchor."" #BiPolar",Normal,0,0.01479365
Bi-polar,"""Suddenly overwhelmed by an intense sadness, followed by an equally intense mania. My mind is a chaotic whirlwind of emotions. #BiPolar #MentalHealth""",Bi-polar,1,0.38866594
Bi-polar,"""My mind is a chaotic storm, emotions fluctuating wildly like the tides, crashing against my fragile walls. But amidst the turmoil, I cling to hope, like a lifeline thrown into",Normal,0,0.0053579486
Bi-polar,"""Moments of intense highs followed by crushing lows. An unpredictable emotional rollercoaster. Bi-polar. #mentalhealthawareness""",Stress,0,0.17482843
Bi-polar,"""Exhausted from battling my inner demons, tears fall silently as I cling to hope. Bi-polar is a monster, but I'll face it with courage.""",Normal,0,0.0067986874
